,TradingDateUtc,DeliveryDateUtc,SettlementClearing,delivery_period_name,Commodity,Region,Sub-Region
279,2014-03-10,2014-03-01,23.585,Month,Natural Gas,Germany,NCG (formerly EGT_H)
280,2014-03-11,2014-05-01,23.553,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
281,2014-03-11,2014-03-01,23.585,Month,Natural Gas,Germany,NCG (formerly EGT_H)
282,2014-03-11,2014-03-01,23.581,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
283,2014-03-11,2014-05-01,23.818,Month,Natural Gas,Germany,NCG (formerly EGT_H)
284,2014-03-11,2014-04-01,23.64,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
285,2014-03-11,2014-04-01,23.779,Month,Natural Gas,Germany,NCG (formerly EGT_H)
286,2014-03-12,2014-05-01,23.652,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
287,2014-03-12,2014-04-01,23.699,Month,Natural Gas,Germany,NCG (formerly EGT_H)
288,2014-03-12,2014-04-01,23.602,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
289,2014-03-12,2014-05-01,23.733,Month,Natural Gas,Germany,NCG (formerly EGT_H)
290,2014-03-12,2014-03-01,23.581,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
291,2014-03-12,2014-03-01,23.585,Month,Natural Gas,Germany,NCG (formerly EGT_H)
292,2014-03-13,2014-05-01,23.717,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
293,2014-03-13,2014-04-01,23.896,Month,Natural Gas,Germany,NCG (formerly EGT_H)
294,2014-03-13,2014-03-01,23.581,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
295,2014-03-13,2014-03-01,23.585,Month,Natural Gas,Germany,NCG (formerly EGT_H)
296,2014-03-13,2014-04-01,23.613,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
297,2014-03-13,2014-05-01,23.934,Month,Natural Gas,Germany,NCG (formerly EGT_H)
298,2014-03-14,2014-03-01,23.581,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
299,2014-03-14,2014-03-01,23.585,Month,Natural Gas,Germany,NCG (formerly EGT_H)
300,2014-03-14,2014-04-01,23.902,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
301,2014-03-14,2014-05-01,24.2,Month,Natural Gas,Germany,NCG (formerly EGT_H)
302,2014-03-14,2014-05-01,23.987,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
303,2014-03-14,2014-04-01,24.081,Month,Natural Gas,Germany,NCG (formerly EGT_H)
304,2014-03-17,2014-04-01,23.64,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
305,2014-03-17,2014-05-01,23.846,Month,Natural Gas,Germany,NCG (formerly EGT_H)
306,2014-03-17,2014-03-01,23.581,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
307,2014-03-17,2014-04-01,23.744,Month,Natural Gas,Germany,NCG (formerly EGT_H)
308,2014-03-17,2014-05-01,23.7,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
309,2014-03-17,2014-03-01,23.585,Month,Natural Gas,Germany,NCG (formerly EGT_H)
310,2014-03-18,2014-05-01,23.477,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
311,2014-03-18,2014-04-01,23.578,Month,Natural Gas,Germany,NCG (formerly EGT_H)
312,2014-03-18,2014-04-01,23.427,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
313,2014-03-18,2014-05-01,23.666,Month,Natural Gas,Germany,NCG (formerly EGT_H)
314,2014-03-18,2014-03-01,23.581,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
315,2014-03-18,2014-03-01,23.585,Month,Natural Gas,Germany,NCG (formerly EGT_H)
316,2014-03-19,2014-05-01,23.2,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
317,2014-03-19,2014-03-01,23.585,Month,Natural Gas,Germany,NCG (formerly EGT_H)
318,2014-03-19,2014-04-01,23.088,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
319,2014-03-19,2014-04-01,23.232,Month,Natural Gas,Germany,NCG (formerly EGT_H)
320,2014-03-19,2014-03-01,23.581,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
321,2014-03-19,2014-05-01,23.275,Month,Natural Gas,Germany,NCG (formerly EGT_H)
322,2014-03-20,2014-04-01,22.884,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
323,2014-03-20,2014-05-01,23.243,Month,Natural Gas,Germany,NCG (formerly EGT_H)
324,2014-03-20,2014-05-01,22.963,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
325,2014-03-20,2014-03-01,23.585,Month,Natural Gas,Germany,NCG (formerly EGT_H)
326,2014-03-20,2014-03-01,23.581,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
327,2014-03-20,2014-04-01,23.147,Month,Natural Gas,Germany,NCG (formerly EGT_H)
328,2014-03-21,2014-03-01,23.581,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
329,2014-03-21,2014-04-01,22.884,Month,Natural Gas,Germany,NCG (formerly EGT_H)
330,2014-03-21,2014-04-01,22.715,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
331,2014-03-21,2014-03-01,23.585,Month,Natural Gas,Germany,NCG (formerly EGT_H)
332,2014-03-21,2014-05-01,22.828,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
333,2014-03-21,2014-05-01,23.018,Month,Natural Gas,Germany,NCG (formerly EGT_H)
334,2014-03-24,2014-04-01,22.357,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
335,2014-03-24,2014-05-01,22.641,Month,Natural Gas,Germany,NCG (formerly EGT_H)
336,2014-03-24,2014-03-01,23.581,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
337,2014-03-24,2014-03-01,23.585,Month,Natural Gas,Germany,NCG (formerly EGT_H)
338,2014-03-24,2014-05-01,22.427,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
339,2014-03-24,2014-04-01,22.518,Month,Natural Gas,Germany,NCG (formerly EGT_H)
340,2014-03-25,2014-05-01,22.306,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
341,2014-03-25,2014-03-01,23.585,Month,Natural Gas,Germany,NCG (formerly EGT_H)
342,2014-03-25,2014-03-01,23.581,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
343,2014-03-25,2014-04-01,22.388,Month,Natural Gas,Germany,NCG (formerly EGT_H)
344,2014-03-25,2014-04-01,22.126,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
345,2014-03-25,2014-05-01,22.5,Month,Natural Gas,Germany,NCG (formerly EGT_H)
346,2014-03-26,2014-05-01,22.247,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
347,2014-03-26,2014-04-01,22.412,Month,Natural Gas,Germany,NCG (formerly EGT_H)
348,2014-03-26,2014-04-01,22.497,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
349,2014-03-26,2014-03-01,23.585,Month,Natural Gas,Germany,NCG (formerly EGT_H)
350,2014-03-26,2014-03-01,23.581,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
351,2014-03-26,2014-05-01,22.644,Month,Natural Gas,Germany,NCG (formerly EGT_H)
352,2014-03-27,2014-03-01,23.581,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
353,2014-03-27,2014-04-01,22.163,Month,Natural Gas,Germany,NCG (formerly EGT_H)
354,2014-03-27,2014-05-01,22.25,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
355,2014-03-27,2014-05-01,22.45,Month,Natural Gas,Germany,NCG (formerly EGT_H)
356,2014-03-27,2014-04-01,22.2,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
357,2014-03-27,2014-03-01,23.585,Month,Natural Gas,Germany,NCG (formerly EGT_H)
358,2014-03-28,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
359,2014-03-28,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
360,2014-03-28,2014-05-01,21.95,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
361,2014-03-28,2014-05-01,22.168,Month,Natural Gas,Germany,NCG (formerly EGT_H)
362,2014-03-31,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
363,2014-03-31,2014-05-01,21.516,Month,Natural Gas,Germany,NCG (formerly EGT_H)
364,2014-03-31,2014-05-01,21.339,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
365,2014-03-31,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
366,2014-04-01,2014-06-01,21.112,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
367,2014-04-01,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
368,2014-04-01,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
369,2014-04-01,2014-05-01,21.066,Month,Natural Gas,Germany,NCG (formerly EGT_H)
370,2014-04-01,2014-05-01,21.003,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
371,2014-04-01,2014-06-01,21.24,Month,Natural Gas,Germany,NCG (formerly EGT_H)
372,2014-04-02,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
373,2014-04-02,2014-06-01,20.516,Month,Natural Gas,Germany,NCG (formerly EGT_H)
374,2014-04-02,2014-05-01,20.314,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
375,2014-04-02,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
376,2014-04-02,2014-06-01,20.466,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
377,2014-04-02,2014-05-01,20.374,Month,Natural Gas,Germany,NCG (formerly EGT_H)
378,2014-04-03,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
379,2014-04-03,2014-06-01,20.501,Month,Natural Gas,Germany,NCG (formerly EGT_H)
380,2014-04-03,2014-05-01,20.328,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
381,2014-04-03,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
382,2014-04-03,2014-06-01,20.45,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
383,2014-04-03,2014-05-01,20.353,Month,Natural Gas,Germany,NCG (formerly EGT_H)
384,2014-04-04,2014-06-01,20.556,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
385,2014-04-04,2014-06-01,20.606,Month,Natural Gas,Germany,NCG (formerly EGT_H)
386,2014-04-04,2014-05-01,20.335,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
387,2014-04-04,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
388,2014-04-04,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
389,2014-04-04,2014-05-01,20.457,Month,Natural Gas,Germany,NCG (formerly EGT_H)
390,2014-04-07,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
391,2014-04-07,2014-06-01,21.55,Month,Natural Gas,Germany,NCG (formerly EGT_H)
392,2014-04-07,2014-06-01,21.504,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
393,2014-04-07,2014-05-01,21.461,Month,Natural Gas,Germany,NCG (formerly EGT_H)
394,2014-04-07,2014-05-01,21.314,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
395,2014-04-07,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
396,2014-04-08,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
397,2014-04-08,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
398,2014-04-08,2014-05-01,20.931,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
399,2014-04-08,2014-06-01,21.2,Month,Natural Gas,Germany,NCG (formerly EGT_H)
400,2014-04-08,2014-06-01,21.128,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
401,2014-04-08,2014-05-01,21.037,Month,Natural Gas,Germany,NCG (formerly EGT_H)
402,2014-04-09,2014-05-01,21.316,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
403,2014-04-09,2014-06-01,21.532,Month,Natural Gas,Germany,NCG (formerly EGT_H)
404,2014-04-09,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
405,2014-04-09,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
406,2014-04-09,2014-06-01,21.495,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
407,2014-04-09,2014-05-01,21.347,Month,Natural Gas,Germany,NCG (formerly EGT_H)
408,2014-04-10,2014-05-01,21.325,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
409,2014-04-10,2014-05-01,21.508,Month,Natural Gas,Germany,NCG (formerly EGT_H)
410,2014-04-10,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
411,2014-04-10,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
412,2014-04-10,2014-06-01,21.52,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
413,2014-04-10,2014-06-01,21.57,Month,Natural Gas,Germany,NCG (formerly EGT_H)
414,2014-04-11,2014-05-01,21.643,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
415,2014-04-11,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
416,2014-04-11,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
417,2014-04-11,2014-05-01,21.764,Month,Natural Gas,Germany,NCG (formerly EGT_H)
418,2014-04-11,2014-06-01,21.9,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
419,2014-04-11,2014-06-01,21.962,Month,Natural Gas,Germany,NCG (formerly EGT_H)
420,2014-04-14,2014-06-01,22.425,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
421,2014-04-14,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
422,2014-04-14,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
423,2014-04-14,2014-05-01,22.176,Month,Natural Gas,Germany,NCG (formerly EGT_H)
424,2014-04-14,2014-05-01,22.113,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
425,2014-04-14,2014-06-01,22.438,Month,Natural Gas,Germany,NCG (formerly EGT_H)
426,2014-04-15,2014-05-01,22.002,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
427,2014-04-15,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
428,2014-04-15,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
429,2014-04-15,2014-06-01,22.275,Month,Natural Gas,Germany,NCG (formerly EGT_H)
430,2014-04-15,2014-06-01,22.1,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
431,2014-04-15,2014-05-01,22.063,Month,Natural Gas,Germany,NCG (formerly EGT_H)
432,2014-04-16,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
433,2014-04-16,2014-05-01,22.05,Month,Natural Gas,Germany,NCG (formerly EGT_H)
434,2014-04-16,2014-05-01,22.036,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
435,2014-04-16,2014-06-01,22.339,Month,Natural Gas,Germany,NCG (formerly EGT_H)
436,2014-04-16,2014-06-01,22.289,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
437,2014-04-16,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
438,2014-04-17,2014-06-01,21.449,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
439,2014-04-17,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
440,2014-04-17,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
441,2014-04-17,2014-05-01,21.287,Month,Natural Gas,Germany,NCG (formerly EGT_H)
442,2014-04-17,2014-05-01,21.272,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
443,2014-04-17,2014-06-01,21.5,Month,Natural Gas,Germany,NCG (formerly EGT_H)
444,2014-04-22,2014-06-01,20.954,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
445,2014-04-22,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
446,2014-04-22,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
447,2014-04-22,2014-05-01,20.71,Month,Natural Gas,Germany,NCG (formerly EGT_H)
448,2014-04-22,2014-05-01,20.637,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
449,2014-04-22,2014-06-01,21.041,Month,Natural Gas,Germany,NCG (formerly EGT_H)
450,2014-04-23,2014-06-01,20.838,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
451,2014-04-23,2014-05-01,20.465,Month,Natural Gas,Germany,NCG (formerly EGT_H)
452,2014-04-23,2014-05-01,20.436,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
453,2014-04-23,2014-06-01,20.875,Month,Natural Gas,Germany,NCG (formerly EGT_H)
454,2014-04-23,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
455,2014-04-23,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
456,2014-04-24,2014-06-01,20.825,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
457,2014-04-24,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
458,2014-04-24,2014-05-01,20.456,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
459,2014-04-24,2014-06-01,20.863,Month,Natural Gas,Germany,NCG (formerly EGT_H)
460,2014-04-24,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
461,2014-04-24,2014-05-01,20.509,Month,Natural Gas,Germany,NCG (formerly EGT_H)
462,2014-04-25,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
463,2014-04-25,2014-06-01,20.658,Month,Natural Gas,Germany,NCG (formerly EGT_H)
464,2014-04-25,2014-06-01,20.738,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
465,2014-04-25,2014-05-01,20.514,Month,Natural Gas,Germany,NCG (formerly EGT_H)
466,2014-04-25,2014-05-01,20.422,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
467,2014-04-25,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
468,2014-04-28,2014-06-01,20.668,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
469,2014-04-28,2014-04-01,21.992,Month,Natural Gas,Germany,NCG (formerly EGT_H)
470,2014-04-28,2014-05-01,20.274,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
471,2014-04-28,2014-05-01,20.386,Month,Natural Gas,Germany,NCG (formerly EGT_H)
472,2014-04-28,2014-04-01,21.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
473,2014-04-28,2014-06-01,20.743,Month,Natural Gas,Germany,NCG (formerly EGT_H)
474,2014-04-29,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
475,2014-04-29,2014-05-01,20.088,Month,Natural Gas,Germany,NCG (formerly EGT_H)
476,2014-04-29,2014-06-01,20.47,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
477,2014-04-29,2014-06-01,20.545,Month,Natural Gas,Germany,NCG (formerly EGT_H)
478,2014-04-30,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
479,2014-04-30,2014-06-01,20.125,Month,Natural Gas,Germany,NCG (formerly EGT_H)
480,2014-04-30,2014-06-01,19.969,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
481,2014-04-30,2014-05-01,20.088,Month,Natural Gas,Germany,NCG (formerly EGT_H)
482,2014-05-02,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
483,2014-05-02,2014-05-01,20.088,Month,Natural Gas,Germany,NCG (formerly EGT_H)
484,2014-05-02,2014-07-01,20.407,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
485,2014-05-02,2014-06-01,20.488,Month,Natural Gas,Germany,NCG (formerly EGT_H)
486,2014-05-02,2014-06-01,20.428,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
487,2014-05-02,2014-07-01,20.527,Month,Natural Gas,Germany,NCG (formerly EGT_H)
488,2014-05-06,2014-06-01,19.677,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
489,2014-05-06,2014-07-01,20.0,Month,Natural Gas,Germany,NCG (formerly EGT_H)
490,2014-05-06,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
491,2014-05-06,2014-05-01,20.088,Month,Natural Gas,Germany,NCG (formerly EGT_H)
492,2014-05-06,2014-07-01,19.936,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
493,2014-05-06,2014-06-01,19.904,Month,Natural Gas,Germany,NCG (formerly EGT_H)
494,2014-05-07,2014-06-01,19.421,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
495,2014-05-07,2014-05-01,20.088,Month,Natural Gas,Germany,NCG (formerly EGT_H)
496,2014-05-07,2014-07-01,19.392,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
497,2014-05-07,2014-07-01,19.662,Month,Natural Gas,Germany,NCG (formerly EGT_H)
498,2014-05-07,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
499,2014-05-07,2014-06-01,19.467,Month,Natural Gas,Germany,NCG (formerly EGT_H)
500,2014-05-08,2014-07-01,20.184,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
501,2014-05-08,2014-06-01,20.059,Month,Natural Gas,Germany,NCG (formerly EGT_H)
502,2014-05-08,2014-06-01,19.979,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
503,2014-05-08,2014-07-01,20.268,Month,Natural Gas,Germany,NCG (formerly EGT_H)
504,2014-05-08,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
505,2014-05-08,2014-05-01,20.088,Month,Natural Gas,Germany,NCG (formerly EGT_H)
506,2014-05-09,2014-06-01,20.059,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
507,2014-05-09,2014-07-01,20.3,Month,Natural Gas,Germany,NCG (formerly EGT_H)
508,2014-05-09,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
509,2014-05-09,2014-05-01,20.088,Month,Natural Gas,Germany,NCG (formerly EGT_H)
510,2014-05-09,2014-07-01,20.175,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
511,2014-05-09,2014-06-01,20.214,Month,Natural Gas,Germany,NCG (formerly EGT_H)
512,2014-05-12,2014-06-01,20.149,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
513,2014-05-12,2014-05-01,20.088,Month,Natural Gas,Germany,NCG (formerly EGT_H)
514,2014-05-12,2014-07-01,20.254,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
515,2014-05-12,2014-07-01,20.315,Month,Natural Gas,Germany,NCG (formerly EGT_H)
516,2014-05-12,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
517,2014-05-12,2014-06-01,20.152,Month,Natural Gas,Germany,NCG (formerly EGT_H)
518,2014-05-13,2014-07-01,20.183,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
519,2014-05-13,2014-05-01,20.088,Month,Natural Gas,Germany,NCG (formerly EGT_H)
520,2014-05-13,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
521,2014-05-13,2014-06-01,20.114,Month,Natural Gas,Germany,NCG (formerly EGT_H)
522,2014-05-13,2014-06-01,20.059,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
523,2014-05-13,2014-07-01,20.249,Month,Natural Gas,Germany,NCG (formerly EGT_H)
524,2014-05-14,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
525,2014-05-14,2014-06-01,19.976,Month,Natural Gas,Germany,NCG (formerly EGT_H)
526,2014-05-14,2014-06-01,19.91,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
527,2014-05-14,2014-07-01,20.15,Month,Natural Gas,Germany,NCG (formerly EGT_H)
528,2014-05-14,2014-07-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
529,2014-05-14,2014-05-01,20.088,Month,Natural Gas,Germany,NCG (formerly EGT_H)
530,2014-05-15,2014-07-01,19.9,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
531,2014-05-15,2014-07-01,20.042,Month,Natural Gas,Germany,NCG (formerly EGT_H)
532,2014-05-15,2014-06-01,19.775,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
533,2014-05-15,2014-05-01,20.088,Month,Natural Gas,Germany,NCG (formerly EGT_H)
534,2014-05-15,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
535,2014-05-15,2014-06-01,19.963,Month,Natural Gas,Germany,NCG (formerly EGT_H)
536,2014-05-16,2014-06-01,19.586,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
537,2014-05-16,2014-06-01,19.733,Month,Natural Gas,Germany,NCG (formerly EGT_H)
538,2014-05-16,2014-07-01,19.78,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
539,2014-05-16,2014-07-01,19.879,Month,Natural Gas,Germany,NCG (formerly EGT_H)
540,2014-05-16,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
541,2014-05-16,2014-05-01,20.088,Month,Natural Gas,Germany,NCG (formerly EGT_H)
542,2014-05-19,2014-06-01,19.537,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
543,2014-05-19,2014-05-01,20.088,Month,Natural Gas,Germany,NCG (formerly EGT_H)
544,2014-05-19,2014-07-01,19.847,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
545,2014-05-19,2014-07-01,20.02,Month,Natural Gas,Germany,NCG (formerly EGT_H)
546,2014-05-19,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
547,2014-05-19,2014-06-01,19.747,Month,Natural Gas,Germany,NCG (formerly EGT_H)
548,2014-05-20,2014-07-01,19.908,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
549,2014-05-20,2014-07-01,20.131,Month,Natural Gas,Germany,NCG (formerly EGT_H)
550,2014-05-20,2014-06-01,19.624,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
551,2014-05-20,2014-06-01,19.791,Month,Natural Gas,Germany,NCG (formerly EGT_H)
552,2014-05-20,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
553,2014-05-20,2014-05-01,20.088,Month,Natural Gas,Germany,NCG (formerly EGT_H)
554,2014-05-21,2014-07-01,20.034,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
555,2014-05-21,2014-06-01,19.882,Month,Natural Gas,Germany,NCG (formerly EGT_H)
556,2014-05-21,2014-05-01,20.0,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
557,2014-05-21,2014-07-01,20.156,Month,Natural Gas,Germany,NCG (formerly EGT_H)
558,2014-05-21,2014-06-01,19.762,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
